user_id,locale,birthyear,gender,joinedAt,location,timezone
3182865964,en_US,1980,female,2012-11-15T23:14:15.131Z,Phnom Pen  Phnum Penh  Cambodia,420
486770608,en_US,None,male,2012-05-19T18:15:43.353Z,,-300
3217740197,en_US,1994,male,2012-10-30T13:28:19.133Z,Phnom Pen  Phnum Penh  Cambodia,420
1767910530,en_US,1991,female,2012-09-15T15:45:14.565Z,Belton  South Carolina,-240
3981164786,en_US,1967,female,2012-09-04T04:12:27.260Z,,-420
2909448722,en_GB,1988,male,2012-11-14T02:04:00.195Z,Aleppo  Syria,120
3498595321,en_US,1994,female,2012-11-14T00:37:42.177Z,New London  Connecticut,-300
1518185911,id_ID,1997,male,2012-10-26T03:52:30.902Z,Medan  Indonesia,420
2024389351,es_LA,1995,female,2012-10-27T23:14:13.898Z,Santo Domingo  Dominican Republic,-240
4272286295,en_US,1982,female,2012-10-13T01:59:40.822Z,Alameda  California,-480
639980269,th_TH,1987,male,2012-10-30T23:50:26.052Z,Bangkok  Thailand,420
3276242622,vi_VN,1993,male,2012-10-03T01:43:50.108Z,,420
1583891911,en_GB,1988,male,2012-10-30T17:05:29.409Z,Phnom Penh,420
14952708,en_US,1992,male,2012-11-08T19:57:54.138Z,Los Angeles  California,-480
2038562858,en_US,1994,female,2012-10-30T19:06:11.628Z,Santo Domingo  Dominican Republic,-240
2401908633,en_US,1919,female,2012-10-31T05:52:16.151Z,Phnom Penh,420
1220889821,en_US,1990,female,2012-11-05T23:08:31.041Z,New York  New York,-300
983316945,en_US,1996,male,2012-10-27T14:12:34.731Z,San Clemente  California,-480
772134053,en_US,1996,female,2012-11-01T08:33:15.496Z,Curepipe  17,240
1158367242,en_US,1994,male,2012-10-30T10:58:00.828Z,Yogyakarta,420
3359566214,en_US,1978,male,2012-06-03T02:29:36.312Z,,-240
2793136619,en_US,1985,male,2012-10-29T00:21:22.231Z,Upland  CA,-480
3241260218,fa_IR,1982,male,2012-11-14T10:09:40.529Z,  ,210
3171083451,id_ID,1986,male,2012-10-03T11:13:52.906Z,Sigli  Aceh  Indonesia,420
4101519751,id_ID,1994,male,2012-11-05T20:30:18.234Z,Yogyakarta,420
3076110891,en_US,1997,female,2012-10-27T10:50:33.377Z,Ripailles  15,240
1638865939,en_US,1993,female,2012-11-29T17:02:27.768Z,Tbilisi  Georgia,270
1326153915,en_US,1972,female,2012-11-10T20:22:45.076Z,Amarillo  TX,-480
1622358303,id_ID,1994,female,2012-11-08T08:18:20.610Z,Medan  Indonesia,420
556235032,en_US,1986,male,2012-10-22T19:18:43.136Z,Long Beach  California,-480
2084209520,fa_IR,1988,male,2012-10-26T15:26:46.842Z,Chicago  IL,-510
3241496548,id_ID,1992,female,2012-10-30T09:19:21.300Z,Jogjakarta  Indonesia,420
2163304477,es_ES,1994,male,2012-11-04T20:49:29.601Z,Santo Domingo  Dominican Republic,60
2536442907,hu_HU,1971,male,2012-10-30T01:16:35.630Z,Hamilton  Ontario,-300
3213877831,en_US,1994,male,2012-10-30T10:22:56.588Z,Phnom Penh,420
516112393,en_US,1989,male,2012-11-28T18:39:41.789Z,  ,300
1185293178,en_US,1991,male,2012-11-13T15:23:40.513Z,  ,420
2521576959,en_US,1994,female,2012-11-01T04:06:48.248Z,Phnom Penh,-300
3301922958,es_LA,1989,female,2012-10-31T21:13:15.378Z,San Antonio  Texas,-180
2760353297,en_US,1992,male,2012-10-27T18:38:52.431Z,Hamilton  Ontario,-300
478822209,id_ID,1989,male,2012-10-26T08:09:04.351Z,Medan  Indonesia,420
400614728,id_ID,1945,male,2012-11-03T21:42:47.712Z,Bandung  Indonesia,420
1257044723,en_US,1991,male,2012-10-30T23:21:15.673Z,Phnom Penh,420
1664144722,en_US,1992,male,2012-10-26T21:40:55.556Z,Malangas,-420
3014754205,fr_FR,1991,,2012-11-17T15:53:35.813Z,  ,60
3907797051,ka_GE,1996,female,2012-10-30T17:44:41.899Z,Tbilisi  Georgia,180
231604513,en_US,1971,female,2012-09-26T00:38:41.915Z,Fredericton  New Brunswick,-240
397493741,id_ID,1994,male,2012-10-04T07:10:06.850Z,Medan  Indonesia,420
1066251866,en_US,1981,female,2012-07-22T06:18:55.313Z,,-240
696987268,id_ID,1994,male,2012-11-07T09:52:17.282Z,Jakarta  04,420
1385874884,es_ES,1988,male,2012-10-30T00:38:47.837Z,Santo Domingo  05,-300
4118231360,en_US,1983,male,2012-10-30T14:21:33.093Z,Rose Hill  Mauritius,240
3391291885,en_US,1988,female,2012-07-01T14:59:29.014Z,,-240
629450757,id_ID,1995,male,2012-10-09T14:04:48.302Z,Medan  Indonesia,420
3095780957,en_US,1997,male,2012-11-24T17:32:04.736Z,South Orange  NJ,-300
1428006660,en_US,1996,female,2012-11-01T09:55:40.777Z,Moka  15,240
260868573,es_LA,1992,female,2012-10-30T18:09:58.936Z,Santo Domingo  Dominican Republic,-240
18236457,en_US,1984,female,2012-10-22T16:21:17.525Z,Edmonton  Alberta,-360
1340214757,en_US,1993,male,2012-11-01T09:46:52.170Z,Phnom Pen  Phnum Penh  Cambodia,420
2307916239,en_US,1992,male,2012-08-24T12:21:04.014Z,,-240
383523902,fr_FR,1996,female,2012-10-30T11:32:15.448Z,Camp De Masque  Flacq  Mauritius,240
1362131683,id_ID,1992,female,2012-10-29T09:22:44.779Z,Yogyakarta,510
4000415991,id_ID,1992,male,2012-09-27T04:34:39.050Z,Medan  Indonesia,-660
280623319,es_ES,1995,female,2012-11-01T01:20:44.593Z,Santo Domingo  Dominican Republic,-240
3262415606,ar_AR,1989,male,2012-11-12T12:26:45.767Z,Riyadh  10,180
3241171529,id_ID,1988,male,2012-10-02T15:20:33.226Z,Medan  Indonesia,-480
2590194327,cs_CZ,1989,female,2012-09-29T20:33:49.924Z,Long Beach  California,60
126261611,es_LA,1997,female,2012-11-14T21:24:23.387Z,Santo Domingo  05,60
3554343061,id_ID,1991,male,2012-10-30T10:17:10.121Z,Yogyakarta,420
2310568898,en_US,1989,male,2012-10-31T04:18:26.746Z,Phnom Penh,420
4024656921,en_US,1990,male,2012-10-29T05:06:56.962Z,Pomona  California,-420
2772395102,en_US,1985,male,2012-07-10T04:09:40.049Z,,-240
2383805605,en_US,1994,female,2012-10-28T12:29:06.259Z,Phnom Penh  11,420
1735489155,en_US,1985,male,2012-09-30T23:13:09.194Z,Hollywood  California,-480
1322179556,en_US,1981,male,2012-11-05T21:45:05.170Z,San Francisco  California,-480
696255166,es_LA,1996,male,2012-10-30T02:51:18.716Z,Manganagua  Distrito Nacional  Dominican Republic,420
886602676,en_US,1985,female,2012-06-11T22:17:35.069Z,,-240
391099276,en_GB,1984,male,2012-11-14T20:30:55.909Z,Torrance  CA,-240
1970033840,en_US,1987,female,2012-11-06T12:33:23.236Z,Phnom Penh,420
3334164862,en_US,1994,male,2012-11-20T18:34:59.181Z,Gujranwala  04,300
3210397743,en_GB,1992,female,2012-11-07T07:57:17.321Z,Yogyakarta,420
3401337435,vi_VN,None,female,2012-05-09T16:38:54.495Z,,-240
48222018,id_ID,1992,male,2012-09-24T15:22:06.080Z,Medan  Indonesia,420
929368698,en_US,1987,male,2012-11-01T08:37:46.464Z,Phnom Penh,420
3979609579,es_ES,1996,female,2012-10-31T23:51:24.807Z,Santo Domingo  Dominican Republic,-60
3517494273,id_ID,1995,female,2012-10-28T09:58:55.627Z,Jakarta  Indonesia,420
1367741577,id_ID,1991,female,2012-10-30T11:28:32.394Z,Yogyakarta,420
561358023,es_LA,1997,female,2012-10-27T16:47:25.268Z,Santiago  Chile,-180
1461782489,en_US,1994,male,2012-11-01T09:44:36.875Z,Dubai  United Arab Emirates,240
2216281936,id_ID,1992,male,2012-10-27T18:02:02.061Z,Jakarta  Indonesia,420
3636372794,id_ID,1985,female,2012-10-28T20:40:50.135Z,Mataram,180
202329892,id_ID,1993,female,2012-10-29T02:49:41.383Z,Yogyakarta,420
3719959066,id_ID,1992,male,2012-11-01T06:09:03.226Z,Medan  Indonesia,420
345751734,id_ID,1997,male,2012-10-01T10:18:59.277Z,Medan  Indonesia,420
2988539287,id_ID,1993,male,2012-11-08T06:06:09.797Z,Yogyakarta,420
273462877,en_US,1993,,2012-09-20T04:37:55.833Z,King City  Ontario,-240
1838814702,es_LA,1995,female,2012-10-27T18:15:18.537Z,Santiago De Los Caballeros  Santiago  Dominican Republic,-240
2698768412,en_GB,1992,male,2012-10-07T08:23:22.080Z,Bekasi,420
1388443507,en_US,1993,male,2012-11-24T11:04:31.028Z,Phnom Penh  11,420
680676967,id_ID,1996,female,2012-09-10T07:09:07.041Z,,420
1312737433,hu_HU,1998,male,2012-10-28T08:31:43.399Z,Miskolc  Hungary,60
3124190075,id_ID,1991,female,2012-09-26T13:34:48.819Z,Medan  Indonesia,420
2397407066,en_US,1993,male,2012-10-30T06:18:41.028Z,Phnom Penh  11,420
1265084101,id_ID,1995,female,2012-10-22T12:46:26.583Z,Tarutung  Sumatera Utara  Indonesia,420
3347037532,id_ID,1991,male,2012-10-31T07:35:32.895Z,Yogyakarta,420
376762284,en_US,1980,female,2012-09-09T02:16:15.558Z,,-240
3595020679,en_US,1993,male,2012-11-01T08:51:26.126Z,Phnom Penh,420
148206780,es_LA,1998,female,2012-11-04T20:11:43.867Z,Orlando  Florida,420
4196815625,id_ID,1990,female,2012-10-29T23:08:40.881Z,Yogyakarta,420
2416779518,en_US,1985,female,2012-10-30T19:25:01.367Z,Paramount  CA,-480
3750146106,id_ID,1999,male,2012-10-31T05:42:18.250Z,Jakarta  Indonesia,420
2583349450,id_ID,1996,female,2012-10-03T13:32:18.960Z,Bekasi,420
3253116567,en_US,1990,female,2012-09-16T03:53:48.384Z,Phoenix  Arizona,-420
825785621,en_GB,1978,female,2012-06-30T02:27:02.907Z,,-240
3407820257,en_US,1980,male,2012-11-18T10:32:49.497Z,  ,210
2429780408,id_ID,1995,male,2012-10-26T10:04:24.144Z,Tanjungbalai  Sumatera Utara  Indonesia,420
59757079,es_LA,1986,male,2012-11-01T04:51:37.667Z,Santo Domingo  Dominican Republic,480
3220654571,id_ID,1993,female,2012-10-28T12:32:01.328Z,Padangsidimpuan  Sumatera Utara  Indonesia,420
947788891,id_ID,1991,female,2012-10-30T09:01:53.980Z,Yogyakarta,420
2382998445,id_ID,1994,female,2012-09-24T06:23:09.823Z,Medan  Indonesia,420
1132626084,en_US,1976,male,2012-07-18T01:35:56.037Z,,-240
4135106289,id_ID,1986,male,2012-10-26T05:25:45.165Z,Medan  Indonesia,420
3622381291,en_US,1985,male,2012-10-22T16:28:56.082Z,undefined  undefined,240
3522195950,en_US,1996,male,2012-10-27T16:13:21.645Z,San Clemente  California,-480
681281366,id_ID,1993,male,2012-09-23T14:55:32.797Z,Medan  Indonesia,420
1922540960,id_ID,1994,male,2012-10-03T10:55:54.300Z,Medan  Indonesia,420
476136667,en_GB,1982,female,2012-06-28T06:19:06.362Z,,-240
3838947884,en_US,1985,male,2012-10-30T14:57:02.849Z,Phnom Penh,420
2327893693,en_US,1989,male,2012-10-30T10:34:09.205Z,Phnom Penh,420
1056827437,en_US,None,female,2012-05-18T17:41:35.253Z,,-240
2824605516,en_US,1993,male,2012-10-09T23:17:31.502Z,Fullerton  California,-480
319295621,id_ID,1995,male,2012-10-13T06:47:41.070Z,Medan  Indonesia,420
664543409,en_US,1988,female,2012-10-11T17:47:50.286Z,Manhattan Beach  California,-480
4215831838,id_ID,1990,male,2012-10-30T23:44:59.527Z,Semarang  Indonesia,420
1074625736,es_LA,1987,female,2012-09-27T13:08:42.975Z,Los Angeles  California,-480
318979432,en_US,1996,male,2012-11-25T14:56:02.424Z,  ,210
1975537478,en_US,1992,female,2012-09-22T01:05:06.143Z,Ottawa  Ontario,-240
231193434,en_US,1996,female,2012-09-23T11:10:55.120Z,Tripoli  Libya,120
2799381792,id_ID,1995,female,2012-10-30T08:42:53.848Z,Cirebon,420
2593171476,en_US,1990,male,2012-11-01T07:47:14.861Z,Phnom Penh  11,420
993257909,pt_PT,1991,female,2012-10-10T19:48:49.936Z,Los Angeles  California,
1879197141,id_ID,1994,male,2012-11-24T08:21:28.411Z,Los Angeles  California,420
3689975266,es_ES,1995,female,2012-10-26T15:26:31.879Z,Santo Domingo  Dominican Republic,-240
2311562495,en_US,1985,male,2012-10-29T12:42:47.586Z,,60
2233024749,bs_BA,1952,female,2012-10-30T21:00:35.572Z,Zagreb  Croatia,
2627004557,en_US,None,female,2012-05-14T18:28:35.696Z,,-240
797855953,fa_IR,1977,male,2012-11-12T22:27:26.384Z,  ,210
3055062047,id_ID,1991,male,2012-10-30T19:28:40.781Z,Djokja  Yogyakarta  Indonesia,420
571395229,en_US,1988,male,2012-11-01T11:50:01.815Z,Islamabad  08,300
1813332352,ar_AR,1981,male,2012-10-31T18:40:14.522Z,  ,240
182405751,en_US,1984,female,2012-11-01T02:03:38.662Z,Phnom Penh,420
14976430,en_US,1995,female,2012-10-26T03:29:15.283Z,Laventure  Flacq  Mauritius,240
816897495,en_US,1990,female,2012-11-01T05:24:03.113Z,Semarang  Indonesia,420
514217244,id_ID,1992,male,2012-10-24T06:29:45.771Z,Yogyakarta,420
2399421483,ar_AR,1977,male,2012-11-19T19:47:49.184Z,Bayan  02,180
970246209,en_US,1995,female,2012-11-01T09:36:10.075Z,Paris  France,180
424840524,id_ID,1991,female,2012-11-20T15:14:39.727Z,Medan  Indonesia,420
2822919888,id_ID,1988,male,2012-10-21T18:39:45.779Z,Sibolga,420
4116824604,en_GB,1988,female,2012-09-16T07:33:10.304Z,Toronto  Ontario,-240
3949926750,hu_HU,None,female,2012-04-26T01:01:01.528Z,,-240
3271027231,en_US,1994,female,2012-10-27T10:33:19.804Z,Flacq  Flacq  Mauritius,240
1538685648,id_ID,1993,male,2012-10-23T09:40:35.654Z,Medan  Indonesia,420
3095717378,id_ID,1987,male,2012-10-30T03:11:04.906Z,Yogyakarta  10,420
743709761,en_US,1991,male,2012-11-04T13:39:13.429Z,Yogyakarta,420
1220061846,en_US,1988,male,2012-10-30T03:12:34.740Z,Phnom Penh,420
4236079011,id_ID,1994,male,2012-10-02T09:32:06.089Z,Medan  Indonesia,420
2061907230,id_ID,1993,male,2012-10-03T09:23:29.567Z,Tanjungbalai  Sumatera Utara  Indonesia,420
3251568850,id_ID,1994,female,2012-10-27T15:14:37.528Z,Purwokerto  Jawa Tengah  Indonesia,420
4127380492,en_US,1991,male,2012-06-05T18:00:11.642Z,,-240
3234335387,hu_HU,1958,female,2012-10-29T11:16:17.858Z,Miskolc  Hungary,60
2754329586,en_US,1990,male,2012-09-28T01:18:37.718Z,Toronto  ON,-300
1532391766,en_GB,1990,female,2012-10-28T16:03:34.281Z,Toronto  Ontario,-300
1599704727,id_ID,1996,female,2012-09-27T02:10:16.277Z,Medan  Indonesia,-720
1614333053,en_US,1994,female,2012-10-31T17:35:44.860Z,Malang,420
3418581863,en_US,1993,female,2012-10-04T10:33:33.296Z,Manila  Philippines,480
1228677594,en_US,1995,female,2012-10-30T11:13:42.104Z,Phnom Penh,420
2125691893,en_GB,1996,female,2012-11-01T08:10:57.328Z,Phnom Pen  Phnum Penh  Cambodia,420
3247499005,en_US,1987,female,2012-10-29T14:45:16.967Z,Varanasi  India,330
3108152171,id_ID,1994,female,2012-10-31T00:30:47.474Z,Djokja  Yogyakarta  Indonesia,420
4148930352,en_GB,1991,female,2012-09-26T14:56:08.914Z,Sigli  Aceh  Indonesia,420
2879905973,ko_KR,1991,male,2012-11-06T07:23:51.286Z,Phnom Penh,420
539209386,en_US,1991,female,2012-11-11T08:39:10.352Z,Port Louis  Mauritius,240
3366003884,en_US,1994,female,2012-11-01T08:06:24.727Z,Phnom Penh,420
4066127629,en_GB,1989,male,2012-09-22T18:01:00.696Z,Phoenix  Arizona,-420
70643751,en_US,1979,male,2012-09-13T15:05:18.619Z,San Francisco  California,-420
2609385565,id_ID,1986,female,2012-11-18T17:22:14.507Z,Sewon  Yogyakarta  Indonesia,420
3403712339,es_ES,1995,female,2012-10-28T00:45:13.884Z,Santo Domingo  Dominican Republic,-240
2319358245,id_ID,1998,female,2012-11-01T08:16:34.902Z,Yogyakarta,420
2333869357,en_US,1998,female,2012-11-06T09:43:45.506Z,Phnom Penh,420
3095718598,en_US,1995,female,2012-11-17T21:11:56.038Z,Newark  New Jersey,-300
196091383,id_ID,1992,male,2012-11-15T13:16:07.347Z,Yogyakarta,360
98265558,id_ID,1994,female,2012-10-25T05:52:30.036Z,Bantoel  Yogyakarta  Indonesia,420
3211585676,en_US,1990,male,2012-11-01T06:55:12.527Z,Phnom Penh,420
3749907461,en_US,1986,male,2012-11-17T23:28:07.933Z,Bellflower  CA,-480
2770619993,fa_IR,1991,male,2012-11-26T23:57:38.446Z,  ,210
2008761267,en_US,1982,male,2012-10-03T23:27:21.917Z,Stoney Creek  ON,-300
812313343,id_ID,1996,male,2012-09-29T22:36:43.315Z,Medan  Indonesia,420
1730903811,en_US,1992,male,2012-10-31T10:19:03.322Z,Phnom Penh,420
1651858997,en_US,1992,female,2012-10-30T14:46:33.441Z,Phnom Penh  11,420
686209839,id_ID,1996,female,2012-09-26T10:21:27.743Z,Jakarta  04,420
1216665957,id_ID,1992,male,2012-11-01T03:39:50.435Z,Medan  Indonesia,420
3299147324,en_US,1991,male,2012-11-07T20:50:33.538Z,Long Beach  California,-480
843086547,id_ID,1991,female,2012-11-01T03:45:19.240Z,Yogyakarta,420
353145578,en_US,1971,male,2012-10-03T14:22:55.793Z,San Francisco  CA,-480
446976642,en_US,1991,female,2012-09-22T00:58:40.915Z,Sault Sainte Marie  Ontario,-300
2153405519,id_ID,1994,female,2012-11-29T07:37:19.361Z,Jogjakarta  Indonesia,420
3250026293,en_US,1993,female,2012-10-28T23:36:18.341Z,San Clemente  California,-480
3260498441,en_US,1991,male,2012-10-25T00:04:21.241Z,Los Angeles  California,-480
3467746743,en_US,1986,male,2012-11-26T14:45:21.841Z,Mazar-e Sharif  Afghanistan,270
2476260967,ka_GE,1994,female,2012-11-04T22:45:05.592Z,Tbilisi  Georgia,-480
953136096,id_ID,1994,male,2012-11-04T02:29:45.615Z,Yogyakarta,420
1529672559,en_US,1977,female,2012-11-30T14:15:24.433Z,Pinole  California,-480
2181230661,id_ID,1994,male,2012-10-30T11:46:18.024Z,Yogyakarta,-480
4076881627,en_US,1967,female,2012-09-30T23:46:44.147Z,Los Angeles  California,-480
2414280321,en_US,1984,female,2012-12-12T18:12:50.286Z,San Francisco  California,-480
4180064266,id_ID,1999,female,2012-09-10T11:58:02.368Z,,420
3091285956,es_ES,1997,female,2012-10-27T00:30:14.928Z,Santo Domingo  Dominican Republic,-240
1441655525,en_US,None,female,2012-05-10T12:13:28.737Z,,-240
483332100,id_ID,1997,female,2012-09-27T01:58:14.059Z,Medan  26,420
4164694734,pt_BR,1985,female,2012-08-17T19:35:14.847Z,,-240
3940489603,en_US,1995,male,2012-10-27T15:26:01.866Z,Port Louis  Mauritius,240
2857568747,en_US,1990,female,2012-11-01T09:24:50.246Z,Phnom Penh,420
3637759127,en_US,1990,female,2012-05-30T00:54:05.305Z,,-300
3396616989,id_ID,1993,male,2012-10-17T07:51:53.993Z,Sibolga,420
2162037984,id_ID,1991,female,2012-10-29T18:08:27.515Z,Yogyakarta,420
3830542942,ka_GE,1992,male,2012-11-01T10:15:37.944Z,Tbilisi  Georgia,-480
2468212516,en_US,1992,male,2012-08-18T17:25:19.189Z,,-240
3836413215,en_US,1991,male,2012-09-21T05:16:44.955Z,Tempe  Arizona,-420
3536271826,en_US,1987,male,2012-10-21T16:33:03.297Z,Valley Stream  NY,480
1703119247,en_GB,1992,male,2012-12-05T00:01:05.822Z,Los Angeles  California,-480
460776321,en_US,1994,female,2012-11-19T03:05:26.026Z,,420
1576089640,en_US,1994,male,2012-10-30T13:17:04.017Z,Phnom Penh,420
3525636297,id_ID,1997,male,2012-10-30T04:13:51.451Z,DKI Jakarta,420
1093980202,en_US,1994,male,2012-09-27T05:43:55.802Z,Seal Beach  California,-420
1723423670,id_ID,1994,female,2012-10-29T15:07:14.327Z,Yogyakarta,420
1505800597,pt_BR,1989,female,2012-10-27T18:48:37.701Z,Porto Alegre,-120
973980108,id_ID,1995,male,2012-10-27T10:28:50.403Z,Jakarta  Indonesia,420
3295831632,en_GB,1993,female,2012-11-15T22:47:40.782Z,Mataram,420
227032364,es_ES,None,female,2012-05-06T12:50:13.487Z,,-300
2008043603,es_LA,1978,male,2012-12-05T04:50:29.658Z,Anaheim  California,-480
1970641121,en_US,1977,female,2012-05-29T00:25:28.517Z,,-240
2752726554,en_US,1997,female,2012-10-31T04:32:15.830Z,  ,420
1414783648,es_ES,1995,female,2012-10-27T22:45:40.040Z,Hatillo Palma Adentro  Monte Cristi  Dominican Republic,-240
3078536755,es_ES,1994,male,2012-10-30T17:13:26.023Z,Santo Domingo  Dominican Republic,-240
3870303670,pt_BR,1995,male,2012-11-16T14:29:17.194Z,Porto Alegre,-120
194957861,es_LA,1995,male,2012-10-03T00:49:09.796Z,Cabanas  Galicia,-360
2691784241,en_US,1977,male,2012-12-11T08:41:06.509Z,Irvine  CA,-480
2747021862,ru_RU,1974,female,2012-11-25T07:34:46.341Z,Tbilisi  Georgia,180
3071657222,en_US,1996,male,2012-07-29T13:15:34.562Z,,240
1948333652,id_ID,1987,male,2012-10-28T02:37:46.450Z,Yogyakarta,-360
1872064755,ar_AR,1982,male,2012-11-22T23:05:10.095Z,Torrance  CA,180
4151136641,id_ID,1997,female,2012-11-10T08:15:00.905Z,Parapat  Sumatera Utara  Indonesia,480
4051752023,id_ID,1991,male,2012-10-30T00:24:33.405Z,Yogyakarta,420
3444786385,id_ID,1993,female,2012-10-04T01:10:05.848Z,Medan  Indonesia,420
1307564576,id_ID,1994,female,2012-11-13T03:52:52.198Z,Medan  Indonesia,390
3309234837,en_US,1988,male,2012-09-28T06:37:47.290Z,Queen Creek  Arizona,-420
41019193,en_GB,1988,male,2012-09-22T17:56:56.289Z,Woodbridge  ON,-240
1673268609,en_GB,1990,female,2012-11-16T00:04:15.296Z,Phnom Penh,420
3505949131,pt_BR,1992,male,2012-11-11T02:25:46.390Z,Canoas  23,-120
2320166421,en_US,1990,male,2012-09-01T02:38:31.122Z,,-420
1618751437,en_US,1981,male,2012-11-13T06:32:49.407Z,Melrose  Moka  Mauritius,240
382738747,zh_TW,1988,male,2012-10-23T01:20:37.296Z,Toronto  Ontario,-300
800027637,en_US,1994,male,2012-10-31T03:19:11.836Z,Phnom Penh,420
3366767125,en_US,1985,male,2012-11-22T05:45:53.991Z,Tempe  AZ,-510
3142327997,en_US,1988,male,2012-11-12T11:56:49.513Z,Tbilisi  Georgia,240
1513066143,fa_IR,1984,male,2012-12-07T23:46:41.313Z,Holly Woods  Massachusetts,210
2907012550,es_LA,1982,male,2012-11-05T13:46:09.344Z,Swartz Creek  Michigan,-240
96029311,en_US,1980,male,2012-11-19T14:22:16.589Z,Los Angeles  California,-300
2005663344,id_ID,1994,female,2012-10-30T08:38:53.478Z,Medan  Indonesia,420
3128567687,en_US,1992,female,2012-09-21T15:03:43.233Z,Tempe  Arizona,-420
2586338341,fr_FR,1980,male,2012-11-06T13:09:06.887Z,  ,
3824969647,en_US,1992,female,2012-10-31T03:03:06.416Z,Pattaya  46,420
952780814,id_ID,1995,female,2012-09-23T11:58:30.926Z,Medan  Indonesia,420
2752875123,en_GB,1986,female,2012-10-23T23:30:18.027Z,London  United Kingdom,
3879844394,en_US,1987,male,2012-12-03T17:02:08.459Z,Hoboken  New Jersey,-300
52647886,id_ID,1994,male,2012-10-08T14:41:31.262Z,Jakarta  04,420
644435205,en_US,1991,male,2012-10-31T21:55:09.569Z,Hamilton  Ontario,-300
414059983,id_ID,1993,male,2012-11-05T12:55:18.436Z,Surabaya  Indonesia,-300
2541914831,id_ID,1991,female,2012-10-31T13:14:39.904Z,Yogyakarta,420
1122266934,es_LA,1993,male,2012-10-05T19:30:51.620Z,Los Angeles  California,-180
2899716857,id_ID,1986,female,2012-10-03T13:17:14.755Z,Medan  Indonesia,420
761768089,id_ID,1998,female,2012-10-04T13:45:29.186Z,Jakarta  Indonesia,420
